182.412  7.329  INDEF  INDEF
213.388  19.040  18.856  0.835
58.951  21.336  13.420  0.008
284.001  23.296  16.889  0.140
179.569  44.547  17.206  0.189
222.340  47.539  17.423  0.243
243.966  51.912  17.436  0.238
311.610  62.000  INDEF  INDEF
209.928  66.972  17.085  0.168
184.869  70.738  15.582  0.051
77.285  71.491  15.896  0.058
225.530  71.858  17.292  0.212
291.288  73.252  17.287  0.211
191.733  74.545  13.426  0.008
159.368  81.000  17.894  0.370
187.528  85.212  12.943  0.006
27.439  85.618  17.539  0.231
234.516  89.253  17.504  0.260
105.548  91.253  17.824  0.319
150.324  104.517  16.804  0.124
16.290  104.999  16.869  0.136
171.892  108.587  16.357  0.088
251.574  113.878  17.054  0.151
206.182  117.620  17.035  0.166
282.713  122.475  16.745  0.133
293.001  123.571  16.420  0.095
202.282  130.661  16.633  0.114
229.678  136.459  13.747  0.010
99.436  136.808  16.693  0.124
303.804  148.574  INDEF  INDEF
265.791  150.054  16.904  0.135
226.583  151.332  16.881  0.158
90.462  154.750  17.285  0.209
64.758  162.982  16.766  0.141
127.602  164.541  17.514  0.251
78.503  165.488  16.544  0.113
194.983  172.447  16.556  0.101
307.406  174.118  INDEF  INDEF
189.530  177.726  15.946  0.079
246.625  176.334  17.255  0.197
36.665  180.795  16.489  0.103
178.534  182.848  12.898  0.007
10.501  184.766  INDEF  INDEF
179.401  191.446  12.858  0.006
188.974  195.479  13.110  0.007
285.645  194.859  16.878  0.146
206.678  196.122  16.652  0.116
180.513  214.571  16.226  0.077
269.787  216.949  17.711  0.291
251.485  221.512  17.219  0.183
313.471  226.425  INDEF  INDEF
58.733  229.391  16.697  0.113
294.418  230.513  14.172  0.014
160.764  238.304  15.397  0.035
201.256  238.534  16.847  0.131
272.905  242.875  17.328  0.222
267.450  257.680  17.080  0.181
16.281  260.512  13.418  0.008
138.409  260.822  16.192  0.082
305.420  262.447  INDEF  INDEF
287.185  275.545  16.436  0.095
193.135  280.590  16.938  0.147
25.449  286.778  17.233  0.186
145.208  288.386  14.314  0.015
272.721  287.603  16.879  0.143
192.284  293.778  16.065  0.070
182.710  298.251  16.237  0.084
220.662  297.893  17.675  0.302
250.401  298.783  16.691  0.123
221.868  312.909  17.491  0.233
308.465  321.727  INDEF  INDEF
39.708  324.882  14.617  0.019
204.427  326.191  14.499  0.017
115.361  327.093  17.446  0.243
271.981  342.045  17.869  0.352
239.385  346.234  16.732  0.118
80.625  352.711  18.263  0.492
266.151  362.633  16.506  0.103
124.634  365.064  16.246  0.070
185.845  374.494  17.132  0.168
261.239  384.016  17.998  0.394
290.383  398.879  15.927  0.059
205.227  406.959  17.446  0.228
21.549  408.952  16.226  0.075
290.563  408.584  16.150  0.084
263.131  410.497  17.465  0.260
63.124  413.117  17.133  0.169
37.949  414.748  16.276  0.085
252.580  418.241  17.201  0.227
303.550  418.596  INDEF  INDEF
236.703  419.634  16.930  0.139
99.732  428.067  14.189  0.014
266.602  429.946  16.198  0.074
274.107  431.507  16.526  0.126
246.171  445.613  17.139  0.169
309.074  450.879  INDEF  INDEF
120.125  453.196  17.077  0.165
165.484  456.008  17.793  0.314
63.546  457.955  16.346  0.086
253.348  464.491  16.840  0.140
249.483  477.458  17.459  0.260
290.035  481.345  16.167  0.075
272.401  490.419  16.509  0.100
255.493  495.465  16.489  0.110
262.626  496.582  16.195  0.084
173.856  500.492  INDEF  INDEF
96.635  507.988  INDEF  INDEF
