182.412  7.329  INDEF  INDEF
213.388  19.040  18.722  1.052
58.951  21.336  13.422  0.010
284.001  23.296  16.877  0.196
179.569  44.547  17.011  0.224
222.340  47.539  17.546  0.386
243.966  51.912  17.336  0.308
311.610  62.000  INDEF  INDEF
209.928  66.972  17.031  0.226
184.869  70.738  13.504  0.012
77.285  71.491  15.884  0.080
225.530  71.858  16.858  0.202
291.288  73.252  17.194  0.275
191.733  74.545  12.964  0.007
159.368  81.000  18.160  0.672
187.528  85.212  12.932  0.007
27.439  85.618  17.389  0.285
234.516  89.253  17.339  0.317
105.548  91.253  17.434  0.317
150.324  104.517  16.816  0.177
16.290  104.999  16.922  0.202
171.892  108.587  16.400  0.129
251.574  113.878  17.053  0.213
206.182  117.620  16.297  0.120
282.713  122.475  16.667  0.176
293.001  123.571  16.372  0.128
202.282  130.661  16.364  0.126
229.678  136.459  13.742  0.013
99.436  136.808  16.420  0.137
303.804  148.574  INDEF  INDEF
265.791  150.054  16.725  0.161
226.583  151.332  14.627  0.030
90.462  154.750  16.612  0.161
64.758  162.982  16.262  0.127
127.602  164.541  17.216  0.271
78.503  165.488  16.067  0.104
194.983  172.447  16.404  0.125
307.406  174.118  INDEF  INDEF
189.530  177.726  14.840  0.041
246.625  176.334  17.286  0.287
36.665  180.795  16.459  0.141
178.534  182.848  12.858  0.008
10.501  184.766  INDEF  INDEF
179.401  191.446  12.859  0.007
188.974  195.479  12.895  0.007
285.645  194.859  16.943  0.219
206.678  196.122  16.679  0.168
180.513  214.571  16.240  0.109
269.787  216.949  17.605  0.374
251.485  221.512  17.276  0.272
313.471  226.425  INDEF  INDEF
58.733  229.391  16.698  0.160
294.418  230.513  14.147  0.018
160.764  238.304  15.351  0.047
201.256  238.534  16.788  0.176
272.905  242.875  16.856  0.205
267.450  257.680  16.877  0.214
16.281  260.512  13.419  0.010
138.409  260.822  16.177  0.115
305.420  262.447  INDEF  INDEF
287.185  275.545  16.385  0.128
193.135  280.590  16.245  0.111
25.449  286.778  17.231  0.263
145.208  288.386  14.316  0.020
272.721  287.603  16.598  0.156
192.284  293.778  15.834  0.080
182.710  298.251  16.088  0.103
220.662  297.893  17.036  0.239
250.401  298.783  16.377  0.130
221.868  312.909  16.841  0.183
308.465  321.727  INDEF  INDEF
39.708  324.882  14.618  0.025
204.427  326.191  14.495  0.022
115.361  327.093  17.464  0.351
271.981  342.045  17.771  0.458
239.385  346.234  16.560  0.142
80.625  352.711  18.316  0.735
266.151  362.633  16.454  0.138
124.634  365.064  16.204  0.094
185.845  374.494  17.224  0.259
261.239  384.016  18.111  0.621
290.383  398.879  15.875  0.078
205.227  406.959  17.198  0.258
21.549  408.952  16.096  0.094
290.563  408.584  16.031  0.106
263.131  410.497  16.906  0.222
63.124  413.117  17.064  0.225
37.949  414.748  16.182  0.109
252.580  418.241  16.430  0.160
303.550  418.596  INDEF  INDEF
236.703  419.634  16.733  0.164
99.732  428.067  14.185  0.018
266.602  429.946  16.204  0.105
274.107  431.507  16.485  0.172
246.171  445.613  16.835  0.181
309.074  450.879  INDEF  INDEF
120.125  453.196  17.142  0.249
165.484  456.008  17.742  0.427
63.546  457.955  16.337  0.120
253.348  464.491  16.550  0.152
249.483  477.458  16.657  0.177
290.035  481.345  16.018  0.092
272.401  490.419  16.362  0.124
255.493  495.465  INDEF  INDEF
262.626  496.582  INDEF  INDEF
173.856  500.492  INDEF  INDEF
96.635  507.988  INDEF  INDEF
