182.418  7.351  INDEF  INDEF
58.934  21.319  13.399  0.010
284.076  23.134  17.047  0.282
222.358  47.451  17.229  0.343
210.173  66.803  17.083  0.291
185.294  70.921  13.055  0.009
77.208  71.537  15.764  0.084
225.572  71.700  16.736  0.212
291.356  73.179  17.486  0.427
192.093  74.522  12.945  0.009
187.535  85.199  12.943  0.008
150.323  104.496  16.223  0.118
16.278  104.801  INDEF  INDEF
171.873  108.587  16.521  0.165
251.484  114.038  17.300  0.339
283.141  122.374  16.750  0.242
293.058  123.637  16.469  0.179
202.256  130.735  16.068  0.110
229.733  136.452  13.679  0.014
265.759  150.164  16.907  0.246
226.630  151.457  14.039  0.020
89.889  154.838  17.152  0.302
100.529  158.000  INDEF  INDEF
64.882  162.956  16.310  0.148
78.508  165.370  16.217  0.142
127.661  164.482  17.318  0.353
195.104  172.392  16.809  0.226
307.375  174.097  INDEF  INDEF
246.782  176.189  17.033  0.265
36.670  180.763  16.498  0.150
178.472  183.165  12.850  0.010
10.284  184.601  INDEF  INDEF
179.407  191.468  12.843  0.007
285.662  195.036  16.495  0.172
206.940  196.215  16.780  0.203
180.481  214.523  15.981  0.100
251.296  221.393  17.513  0.434
58.664  229.721  16.581  0.166
294.438  230.504  14.206  0.022
160.735  238.276  15.336  0.052
201.344  238.407  16.882  0.233
273.042  242.850  16.597  0.187
267.428  257.555  16.037  0.119
16.223  260.553  INDEF  INDEF
138.275  260.786  15.745  0.084
305.525  262.305  INDEF  INDEF
287.211  275.565  15.923  0.098
25.134  286.761  16.612  0.172
145.180  288.425  14.288  0.022
192.279  294.089  16.058  0.115
182.572  298.368  15.995  0.105
220.788  298.073  17.213  0.292
250.415  298.925  17.036  0.284
222.057  312.573  16.628  0.188
246.121  315.478  18.523  0.985
308.421  321.581  INDEF  INDEF
39.626  324.921  14.610  0.029
204.453  326.216  14.444  0.027
115.466  326.612  17.690  0.511
239.315  345.624  16.551  0.169
81.202  352.695  17.710  0.499
266.257  362.584  16.526  0.158
124.595  365.207  15.941  0.093
185.670  374.405  17.009  0.262
290.431  399.032  15.900  0.103
21.552  409.027  16.263  0.144
262.734  410.463  16.496  0.195
37.850  414.709  16.193  0.125
252.615  418.484  16.410  0.181
236.850  419.580  16.771  0.214
303.405  418.626  INDEF  INDEF
99.721  428.164  14.207  0.021
266.627  429.939  16.152  0.115
308.899  450.991  INDEF  INDEF
119.964  453.389  17.244  0.297
63.385  458.027  16.458  0.155
253.287  464.552  17.083  0.282
249.609  477.546  16.572  0.191
289.936  481.626  16.074  0.116
255.478  495.653  INDEF  INDEF
