id,x,y,n_pix_anillo,q1,mediana_cielo,q3,iqr,limite_superior_boxplot,n_outliers_altos,frac_outliers_altos,p95,maximo,contaminada
92,197.398,293.315,1258,37.42230987548828,42.91331481933594,48.117061614990234,10.694751739501953,64.15918922424316,17,0.013513513513513514,56.65442066192625,81.45269775390625,False
93,187.887,297.469,1251,37.47324752807617,42.244056701660156,47.482025146484375,10.008777618408203,62.49519157409668,22,0.017585931254996003,55.44820976257324,88.28150177001953,False
94,226.107,297.396,1255,37.333499908447266,42.853660583496094,48.480037689208984,11.146537780761719,65.19984436035156,22,0.01752988047808765,58.169873809814455,98.92494201660156,False
95,255.499,298.436,1260,37.295562744140625,42.00844955444336,47.45777225494385,10.162209510803223,62.70108652114868,19,0.01507936507936508,55.512950325012206,101.24405670166016,False
96,208.784,305.09,1259,39.0896110534668,45.552581787109375,53.45664596557617,14.367034912109375,75.00719833374023,138,0.1096108022239873,131.37191925048805,1254.7764892578125,True
97,227.316,311.919,1258,38.16247272491455,44.01475143432617,49.84727096557617,11.684798240661621,67.3744683265686,75,0.05961844197138315,74.19380302429198,1254.7764892578125,True
98,282.302,311.754,1257,37.62690734863281,42.561195373535156,48.01961135864258,10.392704010009766,63.60866737365723,21,0.016706443914081145,56.26061477661133,97.33684539794922,False
99,313.297,321.553,671,36.970001220703125,41.62087631225586,47.28867149353027,10.318670272827148,62.766676902770996,7,0.010432190760059613,55.510101318359375,70.2889175415039,False
100,45.053,324.257,1261,37.16967010498047,41.9598274230957,46.843505859375,9.673835754394531,61.3542594909668,11,0.008723235527359239,53.860435485839844,67.93021392822266,False
101,209.484,325.528,1260,37.38420581817627,42.483144760131836,48.32958984375,10.94538402557373,64.7476658821106,29,0.023015873015873017,59.285292816162105,115.74656677246094,False
102,120.446,326.496,1260,37.026963233947754,42.09556007385254,46.74110794067383,9.714144706726074,61.31232500076294,21,0.016666666666666666,54.753449249267575,77.04193878173828,False
103,276.45,341.561,1260,37.665531158447266,42.59025955200195,47.80197715759277,10.136445999145508,63.006646156311035,37,0.029365079365079365,57.36740226745605,198.8806610107422,False
104,244.274,344.899,1257,37.23920440673828,42.129905700683594,46.96640396118164,9.72719955444336,61.55720329284668,10,0.007955449482895784,54.868394470214845,64.37964630126953,False
105,85.692,352.054,1257,36.33047103881836,41.142879486083984,46.04689407348633,9.716423034667969,60.62152862548828,6,0.00477326968973747,53.1526481628418,64.85210418701172,False
106,182.764,351.628,1251,37.019718170166016,41.79224395751953,47.09686470031738,10.077146530151367,62.212584495544434,32,0.025579536370903277,55.429351806640625,149.21156311035156,False
107,85.601,352.047,1255,36.37570571899414,41.128318786621094,46.051191329956055,9.675485610961914,60.564419746398926,6,0.004780876494023904,53.15441207885742,64.85210418701172,False
108,271.376,362.216,1252,37.517940521240234,42.942867279052734,48.5078706741333,10.989930152893066,64.9927659034729,31,0.02476038338658147,58.6714433670044,94.86509704589844,False
109,35.936,363.902,1254,36.56595325469971,41.4932746887207,46.30758190155029,9.741628646850586,60.92002487182617,10,0.007974481658692184,53.08245906829834,65.39057159423828,False
110,129.904,364.393,1255,36.42789077758789,41.142879486083984,46.38344383239746,9.95555305480957,61.316773414611816,7,0.005577689243027889,53.66747932434082,69.05948638916016,False
111,251.45,368.732,1256,37.56913948059082,43.10237503051758,48.84110641479492,11.271966934204102,65.74905681610107,59,0.046974522292993634,63.84781265258789,198.8806610107422,True
112,191.181,374.032,1260,36.67854690551758,41.268341064453125,45.974220275878906,9.295673370361328,59.9177303314209,27,0.02142857142857143,54.09175376892089,95.6522216796875,False
113,266.201,383.627,1253,37.396888732910156,42.244056701660156,47.50646209716797,10.109573364257812,62.67082214355469,40,0.03192338387869114,57.672727203369135,198.8806610107422,True
114,202.576,396.153,1257,36.528560638427734,41.05966567993164,45.8341064453125,9.305545806884766,59.79242515563965,19,0.015115354017501989,53.40417251586914,149.21156311035156,False
115,295.467,398.381,1159,36.71603775024414,41.878456115722656,46.98258590698242,10.266548156738281,62.382408142089844,23,0.01984469370146678,56.49082412719726,127.79098510742188,False
116,204.712,404.201,1253,36.553470611572266,40.76166915893555,46.015830993652344,9.462360382080078,60.20937156677246,4,0.0031923383878691143,52.98717498779297,70.61050415039062,False
117,104.801,403.356,1252,37.155306816101074,41.84720230102539,47.77507400512695,10.619767189025879,63.70472478866577,53,0.04233226837060703,60.58068180084229,896.4212646484375,True
118,210.53,406.433,1260,36.858638763427734,41.073516845703125,46.04689407348633,9.188255310058594,59.82927703857422,9,0.007142857142857143,53.13162689208984,70.61050415039062,False
119,295.612,407.795,1147,37.37026596069336,42.41645431518555,47.453128814697266,10.082862854003906,62.577423095703125,24,0.020924149956408022,56.472251892089844,127.79098510742188,False
120,26.885,408.579,1253,37.05531692504883,42.28844451904297,47.03325271606445,9.977935791015625,62.00015640258789,37,0.029529130087789304,55.7598991394043,271.4432678222656,False
121,268.22,409.813,1259,37.730064392089844,43.38068389892578,49.0390739440918,11.309009552001953,66.00258827209473,62,0.04924543288324067,65.64301681518553,213.21572875976562,True
122,68.519,412.594,1262,37.04240798950195,41.890947341918945,47.512532234191895,10.470124244689941,63.21771860122681,31,0.02456418383518225,56.553814888000495,249.09112548828125,False
123,43.313,414.193,1254,37.12174701690674,42.35885238647461,48.1822509765625,11.060503959655762,64.77300691604614,67,0.05342902711323764,65.44200515747067,248.35903930664062,True
124,257.981,417.88,1256,37.83375549316406,42.95732116699219,48.64356231689453,10.809806823730469,64.85827255249023,64,0.050955414012738856,65.77572441101074,213.21572875976562,True
125,308.58,418.177,768,38.924696922302246,43.97852325439453,49.85329532623291,10.928598403930664,66.2461929321289,44,0.057291666666666664,74.47826995849607,221.5296173095703,True
126,241.931,419.237,1259,37.0846061706543,41.76358413696289,47.128662109375,10.044055938720703,62.194746017456055,17,0.013502779984114376,54.526737213134766,125.94148254394531,False
127,105.111,427.491,1253,37.11954879760742,41.93161392211914,47.19255065917969,10.073001861572266,62.302053451538086,20,0.01596169193934557,55.516314697265614,89.4466552734375,False
128,271.953,429.382,1257,38.3609619140625,43.52861404418945,48.93989181518555,10.578929901123047,64.80828666687012,47,0.03739061256961018,61.32993316650391,125.94148254394531,True
129,279.244,431.067,1262,37.84025859832764,42.94182777404785,48.247615814208984,10.407357215881348,63.858651638031006,24,0.01901743264659271,57.293279647827156,125.80486297607422,False
130,288.097,441.083,1255,38.00350379943848,43.20996856689453,48.909034729003906,10.90553092956543,65.26733112335205,45,0.035856573705179286,61.53862991333007,213.21572875976562,True
131,293.65,446.728,1205,38.307579040527344,43.70746994018555,49.491153717041016,11.183574676513672,66.26651573181152,43,0.03568464730290456,62.12096710205078,158.52931213378906,True
132,124.958,452.527,1254,37.06956481933594,41.76358413696289,46.608222007751465,9.538657188415527,60.916207790374756,3,0.0023923444976076554,53.65227909088134,62.09998321533203,False
133,314.326,450.406,651,38.48076248168945,43.36018371582031,48.39198303222656,9.91122055053711,63.25881385803223,5,0.007680491551459293,54.47098350524902,68.6132583618164,False
134,75.532,451.673,1261,37.14459228515625,41.25436019897461,46.29693603515625,9.15234375,60.02545166015625,12,0.00951625693893735,54.267486572265625,84.2484359741211,False
135,125.02,452.593,1254,36.9405460357666,41.76358413696289,46.61333465576172,9.672788619995117,61.122517585754395,1,0.0007974481658692185,53.65227909088134,62.09998321533203,False
136,170.97,455.367,1255,36.553470611572266,41.014801025390625,46.375680923461914,9.822210311889648,61.10899639129639,17,0.013545816733067729,54.36351203918457,86.8393325805664,False
137,68.673,457.396,1260,36.67448806762695,41.087385177612305,46.20285415649414,9.528366088867188,60.49540328979492,11,0.00873015873015873,53.49545593261718,84.2484359741211,False
138,258.543,463.761,1255,37.48664665222168,42.35883331298828,48.1381950378418,10.651548385620117,64.11551761627197,22,0.01752988047808765,56.47199211120605,99.07658386230469,False
139,164.67,471.505,1260,36.97587490081787,41.24039649963379,46.21974182128906,9.243866920471191,60.08554220199585,18,0.014285714285714285,54.55621738433838,91.2956771850586,False
140,254.71,476.559,1258,38.09779357910156,43.14812469482422,48.365617752075195,10.267824172973633,63.767354011535645,43,0.03418124006359301,59.37974586486816,229.0623016357422,True
141,295.068,480.779,1170,38.581740379333496,43.83247184753418,49.36270332336426,10.780962944030762,65.5341477394104,26,0.022222222222222223,59.57713603973387,508.7203063964844,False
142,220.583,483.154,1257,37.21992492675781,41.84967803955078,47.352935791015625,10.133010864257812,62.552452087402344,14,0.011137629276054098,54.59974975585938,69.67387390136719,False
143,293.37,487.719,1158,38.94478225708008,44.41728210449219,50.253722190856934,11.308939933776855,67.21713209152222,25,0.02158894645941278,60.27633247375487,508.7203063964844,False
144,260.613,495.347,951,38.58584785461426,43.64768981933594,49.47247505187988,10.886627197265625,65.80241584777832,35,0.03680336487907466,60.42967224121094,508.7203063964844,True
145,271.821,507.828,664,38.80440711975098,44.451120376586914,50.17866039276123,11.374253273010254,67.24004030227661,35,0.05271084337349398,68.51881980895999,508.7203063964844,True
