186.902  5.106  INDEF  INDEF
312.958  7.931  INDEF  INDEF
63.598  19.202  INDEF  INDEF
288.596  20.773  INDEF  INDEF
18.141  26.493  INDEF  INDEF
184.307  42.415  16.044  0.318
227.136  45.481  15.906  0.305
248.674  49.459  15.901  0.284
214.593  64.633  13.167  0.023
132.709  66.779  16.113  0.314
81.882  69.420  15.105  0.127
189.656  68.382  12.542  0.014
230.332  69.588  15.392  0.168
295.819  70.698  INDEF  INDEF
196.410  72.517  12.554  0.017
192.191  82.908  12.523  0.014
32.689  83.640  15.830  0.228
238.664  86.627  15.782  0.214
110.606  88.646  15.934  0.242
154.810  102.246  15.334  0.143
20.910  102.604  INDEF  INDEF
176.476  106.490  12.908  0.016
256.097  111.552  15.331  0.150
210.598  115.276  14.404  0.069
141.617  116.543  15.441  0.163
192.778  118.651  15.061  0.118
287.571  120.083  INDEF  INDEF
297.501  121.323  INDEF  INDEF
101.562  128.199  16.630  0.541
206.611  128.508  13.592  0.031
104.206  134.636  16.286  0.372
234.408  134.285  13.300  0.024
308.456  146.571  INDEF  INDEF
270.429  148.357  15.468  0.173
231.375  149.297  13.328  0.029
69.493  160.934  15.214  0.153
132.201  162.230  INDEF  INDEF
83.141  163.204  15.883  0.270
199.648  170.142  12.217  0.010
311.865  171.769  INDEF  INDEF
251.403  174.011  17.255  0.897
194.061  175.579  12.210  0.012
84.445  177.920  15.608  0.194
41.589  178.602  15.715  0.219
297.549  178.404  INDEF  INDEF
183.218  180.521  12.288  0.017
15.267  182.560  INDEF  INDEF
183.682  189.216  12.232  0.011
70.940  191.550  15.864  0.241
290.551  192.598  INDEF  INDEF
211.566  193.984  12.600  0.013
185.170  212.471  12.234  0.009
274.498  214.433  13.468  0.026
255.847  219.359  15.494  0.164
63.499  227.386  15.391  0.147
298.710  228.220  INDEF  INDEF
311.116  228.939  INDEF  INDEF
234.824  234.228  16.395  0.375
165.482  235.932  14.874  0.102
205.608  236.014  16.932  0.689
277.556  240.432  13.331  0.025
296.420  254.494  INDEF  INDEF
272.157  255.542  15.895  0.271
20.826  258.356  INDEF  INDEF
142.805  258.498  14.643  0.085
309.941  259.714  INDEF  INDEF
291.568  273.468  INDEF  INDEF
29.951  284.399  13.023  0.019
277.473  285.436  14.823  0.102
149.616  286.079  14.412  0.066
196.755  291.625  15.369  0.179
187.430  295.619  15.093  0.133
225.198  295.468  15.210  0.143
254.620  296.507  15.884  0.269
226.609  310.424  14.130  0.054
281.652  309.921  15.509  0.172
86.000  314.378  16.229  0.337
312.817  319.335  INDEF  INDEF
44.490  322.529  14.321  0.061
208.891  323.745  14.168  0.049
119.902  324.948  15.360  0.150
276.210  339.665  16.474  0.445
243.802  343.527  16.618  0.467
85.271  349.945  16.671  0.516
270.499  360.465  16.262  0.345
129.440  362.530  14.563  0.074
190.448  372.322  15.751  0.215
265.606  381.658  15.888  0.253
202.143  394.908  16.738  0.572
294.698  396.542  INDEF  INDEF
104.425  402.333  14.455  0.068
203.907  402.860  16.228  0.336
209.928  404.834  16.509  0.450
295.236  406.326  INDEF  INDEF
26.413  406.548  INDEF  INDEF
267.433  408.359  14.760  0.096
66.797  410.567  15.364  0.143
68.523  411.115  15.425  0.151
42.631  412.462  14.912  0.101
257.421  415.934  15.554  0.240
307.866  416.474  INDEF  INDEF
241.524  417.493  15.710  0.216
104.496  425.609  14.441  0.066
271.443  427.570  14.955  0.110
278.933  429.575  15.951  0.340
250.536  443.506  15.108  0.119
313.441  448.630  INDEF  INDEF
74.838  449.696  15.900  0.258
124.533  451.065  15.463  0.149
170.148  453.660  18.723  3.322
68.203  455.543  15.626  0.198
69.558  460.400  16.434  0.432
257.753  462.383  16.501  0.485
254.128  475.360  15.469  0.187
294.530  479.412  INDEF  INDEF
276.812  488.480  INDEF  INDEF
259.957  493.354  INDEF  INDEF
178.524  498.395  INDEF  INDEF
101.652  505.969  INDEF  INDEF
