182.418  7.351  14.479  0.009
58.934  21.319  13.645  0.006
284.076  23.134  17.111  0.045
222.358  47.451  17.475  0.061
210.173  66.803  17.414  0.057
185.294  70.921  17.846  0.079
77.208  71.537  16.086  0.022
225.572  71.700  17.842  0.079
291.356  73.179  17.711  0.072
192.093  74.522  17.881  0.094
187.535  85.199  13.165  0.005
150.323  104.496  17.009  0.039
16.278  104.801  17.181  0.047
171.873  108.587  16.886  0.037
251.484  114.038  17.537  0.060
283.141  122.374  17.353  0.059
293.058  123.637  17.644  0.071
202.256  130.735  16.994  0.040
229.733  136.452  13.947  0.007
265.759  150.164  17.486  0.060
226.630  151.457  17.717  0.073
89.889  154.838  19.189  0.240
100.529  158.000  19.467  0.341
64.882  162.956  17.285  0.052
78.508  165.370  16.945  0.041
127.661  164.482  17.864  0.079
195.104  172.392  17.570  0.064
307.375  174.097  15.917  0.020
246.782  176.189  17.676  0.067
36.670  180.763  16.668  0.031
178.472  183.165  16.904  0.048
10.284  184.601  17.705  0.068
179.407  191.468  13.108  0.005
285.662  195.036  17.428  0.058
206.940  196.215  16.971  0.039
180.481  214.523  16.384  0.027
251.296  221.393  17.570  0.064
58.664  229.721  17.061  0.041
294.438  230.504  14.436  0.009
160.735  238.276  15.635  0.017
201.344  238.407  16.918  0.038
273.042  242.850  17.278  0.051
267.428  257.555  17.368  0.057
16.223  260.553  13.633  0.006
138.275  260.786  16.331  0.026
305.525  262.305  17.413  0.057
287.211  275.565  16.647  0.032
25.134  286.761  17.424  0.054
145.180  288.425  14.535  0.009
192.279  294.089  17.253  0.050
182.572  298.368  16.961  0.040
220.788  298.073  17.912  0.077
250.415  298.925  17.388  0.056
222.057  312.573  17.702  0.069
246.121  315.478  20.376  0.645
308.421  321.581  17.771  0.074
39.626  324.921  14.822  0.011
204.453  326.216  14.702  0.010
115.466  326.612  17.598  0.066
239.315  345.624  17.469  0.057
81.202  352.695  18.102  0.095
266.257  362.584  16.880  0.036
124.595  365.207  16.405  0.026
185.670  374.405  17.265  0.049
290.431  399.032  16.700  0.034
21.552  409.027  16.675  0.034
262.734  410.463  17.636  0.074
37.850  414.709  16.555  0.030
252.615  418.484  17.738  0.080
236.850  419.580  17.357  0.053
303.405  418.626  17.510  0.064
99.721  428.164  14.418  0.009
266.627  429.939  16.803  0.035
308.899  450.991  17.124  0.046
119.964  453.389  17.686  0.064
63.385  458.027  17.226  0.047
253.287  464.552  17.211  0.048
249.609  477.546  17.853  0.082
289.936  481.626  16.688  0.033
255.478  495.653  17.098  0.043
