144.234  3.390  INDEF  INDEF
187.455  6.703  INDEF  INDEF
64.229  20.749  12.904  0.008
289.263  22.569  16.103  0.117
18.688  28.324  17.109  0.281
184.653  43.734  17.071  0.314
227.451  47.052  16.662  0.210
249.469  51.430  17.320  0.405
215.211  66.473  15.981  0.108
82.437  71.030  15.301  0.058
190.476  70.467  12.667  0.007
230.555  71.434  16.227  0.133
196.897  74.633  12.574  0.007
296.475  72.258  17.171  0.312
167.640  76.192  17.752  0.555
192.576  84.651  12.560  0.006
33.079  85.267  17.954  0.611
155.420  103.892  16.663  0.193
21.478  104.346  16.300  0.137
176.913  108.304  16.325  0.141
256.612  113.443  16.988  0.254
288.039  121.637  16.480  0.202
298.232  122.955  16.343  0.153
207.320  130.258  15.957  0.096
234.795  135.963  13.341  0.011
104.586  136.127  16.524  0.181
309.174  148.571  INDEF  INDEF
271.025  149.511  17.334  0.372
231.652  151.147  13.678  0.015
70.097  162.685  15.712  0.086
83.546  165.040  15.836  0.091
132.558  163.975  16.136  0.126
200.379  171.920  16.169  0.130
312.403  173.542  INDEF  INDEF
251.555  175.652  18.666  1.264
194.654  177.409  13.055  0.011
42.034  180.557  15.986  0.105
183.667  183.220  12.256  0.007
15.607  184.189  INDEF  INDEF
184.422  190.883  12.272  0.005
290.647  194.681  16.356  0.158
212.110  195.697  16.299  0.139
185.572  214.331  15.789  0.092
275.064  216.102  17.964  0.648
256.417  221.180  16.424  0.156
63.866  229.190  16.557  0.168
299.420  229.966  INDEF  INDEF
235.557  235.712  16.512  0.158
165.958  237.686  15.031  0.042
206.395  237.609  16.159  0.126
278.064  242.351  16.306  0.141
272.539  257.620  16.505  0.181
21.450  259.919  12.887  0.007
143.515  260.471  15.727  0.084
310.503  261.470  INDEF  INDEF
75.043  265.866  17.704  0.506
292.354  275.157  16.051  0.120
30.470  286.080  16.873  0.229
150.384  287.692  14.628  0.031
277.576  286.628  16.908  0.255
197.398  293.315  15.225  0.055
187.887  297.469  15.545  0.081
226.107  297.396  16.985  0.271
255.499  298.436  16.684  0.210
227.316  311.919  16.776  0.224
313.297  321.553  INDEF  INDEF
45.053  324.257  14.307  0.024
209.484  325.528  14.086  0.020
120.446  326.496  17.014  0.267
276.450  341.561  17.724  0.549
244.274  344.899  16.889  0.235
271.376  362.216  16.391  0.145
129.904  364.393  15.093  0.050
191.181  374.032  16.129  0.110
295.467  398.381  15.625  0.080
295.612  407.795  15.839  0.107
26.885  408.579  15.968  0.108
268.220  409.813  16.296  0.157
43.313  414.193  15.907  0.095
257.981  417.880  15.877  0.131
308.580  418.177  INDEF  INDEF
241.931  419.237  16.433  0.150
105.111  427.491  14.597  0.031
271.953  429.382  15.866  0.097
288.097  441.083  17.647  0.487
314.326  450.406  INDEF  INDEF
170.970  455.367  16.557  0.174
68.673  457.396  16.018  0.107
258.543  463.761  16.224  0.131
254.710  476.559  16.405  0.161
295.068  480.779  16.160  0.139
260.613  495.347  INDEF  INDEF
