182.418  7.351  14.278  0.010
58.934  21.319  13.449  0.006
284.076  23.134  17.043  0.078
222.358  47.451  17.318  0.102
210.173  66.803  17.264  0.094
185.294  70.921  17.176  0.089
77.208  71.537  15.882  0.029
225.572  71.700  17.562  0.122
291.356  73.179  17.487  0.116
192.093  74.522  17.066  0.095
187.535  85.199  12.981  0.005
150.323  104.496  16.771  0.056
16.278  104.801  16.977  0.073
171.873  108.587  16.598  0.051
251.484  114.038  17.227  0.088
283.141  122.374  17.222  0.101
293.058  123.637  17.417  0.115
202.256  130.735  16.779  0.059
229.733  136.452  13.759  0.007
265.759  150.164  17.290  0.096
226.630  151.457  17.636  0.135
89.889  154.838  19.089  0.469
100.529  158.000  19.630  0.860
64.882  162.956  17.101  0.083
78.508  165.370  16.794  0.066
127.661  164.482  17.699  0.135
195.104  172.392  17.173  0.087
307.375  174.097  15.745  0.028
246.782  176.189  17.381  0.100
36.670  180.763  16.508  0.045
178.472  183.165  14.903  0.018
10.284  184.601  17.516  0.113
179.407  191.468  12.909  0.004
285.662  195.036  16.949  0.073
206.940  196.215  16.752  0.057
180.481  214.523  16.168  0.036
251.296  221.393  17.294  0.097
58.664  229.721  16.736  0.055
294.438  230.504  14.254  0.010
160.735  238.276  15.439  0.020
201.344  238.407  16.783  0.060
273.042  242.850  17.166  0.086
267.428  257.555  17.017  0.080
16.223  260.553  13.437  0.006
138.275  260.786  16.075  0.034
305.525  262.305  17.096  0.084
287.211  275.565  16.349  0.042
25.134  286.761  17.060  0.073
145.180  288.425  14.331  0.010
192.279  294.089  17.033  0.077
182.572  298.368  16.736  0.058
220.788  298.073  17.752  0.130
250.415  298.925  17.121  0.085
222.057  312.573  17.570  0.120
246.121  315.478  20.166  1.167
308.421  321.581  17.369  0.105
39.626  324.921  14.631  0.012
204.453  326.216  14.505  0.011
115.466  326.612  17.497  0.116
239.315  345.624  17.087  0.077
81.202  352.695  17.941  0.166
266.257  362.584  16.688  0.053
124.595  365.207  16.178  0.035
185.670  374.405  17.060  0.077
290.431  399.032  16.427  0.048
21.552  409.027  16.474  0.050
262.734  410.463  17.543  0.136
37.850  414.709  16.362  0.043
252.615  418.484  17.695  0.156
236.850  419.580  17.141  0.083
303.405  418.626  17.381  0.111
99.721  428.164  14.222  0.009
266.627  429.939  16.405  0.043
308.899  450.991  16.802  0.065
119.964  453.389  17.372  0.093
63.385  458.027  16.733  0.057
253.287  464.552  17.112  0.080
249.609  477.546  17.749  0.150
289.936  481.626  16.481  0.049
255.478  495.653  16.736  0.057
